Age,Gender,Blink_Rate,Eye_Closure_Duration,Yawning_Count,Heart_Rate,Head_Tilt_Angle,Steering_Variation,Reaction_Time,Sleep_Hours_Last_Night,Drowsy
39,Female,28,5.04695335905718,6,94.0,12.615899886711976,0.995089079279581,1.6413624976756342,3.867922502492908,0
61,M,29,15.846324347705044,0,82.0,12.943871173993157,1.483552522160568,0.3141689758764766,2.739213640491162,0
42,M,24,15.361614032196561,4,92.0,24.60242908383334,0.5203519872320593,1.9930404752818287,8.25051827978136,0
44,Female,12,44.44157170427608,0,61.0,2.785805418682355,0.38051670326268594,1.7508208903579066,3.2077014438969464,0
59,M,15,24.3866600178934,4,95.0,24.643869919699746,0.5171163963787998,1.9214072287675752,8.79088937449384,0
45,F,39,30.149344252550133,7,80.0,4.141947495522647,1.2374893029227192,1.6998612702372684,5.1418648661785085,1
33,Male,34,13.174327175844773,6,73.0,11.822786590376294,0.3121399405892039,0.38192491519275296,8.872498554527919,0
32,Male,17,27.274837138232122,3,73.0,8.440341990533376,0.43750962786857983,0.9537592798384,2.282473804883762,0
64,Female,25,10.675989654820983,0,,23.885531214965493,1.0822861425485235,1.834282717399261,5.969651602097455,0
61,Female,24,34.31738083387207,6,70.0,12.137582720530673,1.13320060392878,0.36358290943860816,6.835872325998793,0
20,F,22,10.386610096057076,4,63.0,0.5753629197711357,1.442377874803659,0.7494423044065415,5.614443178080526,0
54,Female,35,48.4779609645236,5,106.0,5.54227835734972,1.4722123475679698,1.0407776053274622,5.990719561258952,0
24,M,29,36.163094464726925,4,89.0,10.77030115215503,1.028943566624696,1.0098460156155322,5.76880160581272,1
38,F,24,44.81823305754343,0,,16.909760190724686,0.6079124692929881,1.899022422094214,3.046200126404123,1
26,M,27,28.018401265897612,5,79.0,14.047574958873726,0.7342198330380567,0.911213458785433,5.723353552474703,0
56,Male,22,25.9820211283225,7,75.0,21.247732343415503,0.7149747951546055,0.6301302310618854,5.792108338418875,0
35,M,33,10.401488897687498,6,93.0,20.7108397008229,0.642329167564609,1.0008821430359605,4.489071316968161,0
21,Male,17,33.81205838735524,4,104.0,14.762732513061522,0.5735433158600582,0.9127887412089635,6.252384539651926,0
42,M,23,33.29761906714006,0,67.0,14.282873411424783,0.3350604583518789,1.3219448879243727,4.883328733555009,0
31,Male,37,30.745612444728295,1,,6.954117900189089,0.6126226524483839,,7.286084123597334,0
26,Female,20,45.728510057534706,2,79.0,23.947646624862703,1.456921628061736,1.192551043181681,2.2674708475372993,1
43,M,15,50.7877420017795,1,80.0,1.92128344346702,1.3350188803044096,1.0320082187467114,2.0696563488390534,1
19,Male,39,46.29343212216795,0,99.0,9.925756461231067,0.9642572913726056,1.2689338008782698,5.66744658666741,0
37,M,33,12.912615854376412,3,89.0,16.520897240650704,0.3699283729102244,1.9636384215617626,8.92456119137727,1
45,F,34,39.21327301051594,3,95.0,23.641577502142834,1.330130639375704,1.3246398383422382,5.11822807707796,0
64,Female,38,9.417770812924335,2,64.0,12.538244259575226,0.5366123994864778,0.4212822846634844,2.0831542596512014,0
24,Male,10,43.20422580922621,0,80.0,22.397983162665554,0.8640008186622027,1.8428383162465931,4.219741398146945,0
61,F,34,26.001150310861966,5,97.0,2.619994449902155,1.37651270289245,1.2634792008857232,5.270756271865044,0
25,M,11,12.287442594645764,4,82.0,13.28960436826475,0.5685661477991353,0.48458970602473,8.30790470255042,1
64,F,39,52.41279713368703,1,78.0,7.901263993525973,1.3786798272705465,0.6148854579485241,2.8489769654818815,0
52,M,22,38.77045864714155,5,69.0,19.8924190476845,0.42917970107164816,0.41696369224087454,8.470731012206226,1
31,Female,10,24.509873237114014,6,86.0,11.124870297547968,1.400184345362387,1.9293684648265386,8.581073303988061,0
34,F,33,,1,94.0,11.88131215351067,0.6021316611456808,0.3275298315750348,6.4867007270621295,1
53,Female,33,34.55206424519858,2,72.0,1.6195523631171882,0.6244416923444202,1.5759696697725942,3.576279279741759,0
57,Male,36,55.77742331674279,7,68.0,10.950251530969771,0.8742110903039978,0.8077852917652608,5.756958104474673,0
21,M,13,37.800890798630114,2,76.0,2.0207174233111633,0.5858370621912335,0.3460027650098607,7.7165530563646225,1
19,M,33,58.44078325407212,6,90.0,7.4890529522584846,0.7299753766905821,0.9809250301719208,4.506329157554464,0
23,Female,32,12.504811504875219,2,101.0,3.1720367220897354,0.801853565201125,0.20048557765320846,8.337182021008914,0
59,Female,38,36.256780752716026,7,103.0,8.362023110933972,0.7874273680119301,1.6710907636391643,2.6084578803906178,0
21,Male,11,48.89687764035362,6,104.0,5.6847086203562744,1.4455532375790654,1.175446481665847,4.150290120830628,0
46,F,30,33.90474021191439,5,83.0,7.129498848344928,0.49450383392033304,1.0131437929937304,8.952385380519544,0
35,M,39,10.008649579310992,5,101.0,3.709646002524089,0.49841141177021764,1.6926095067915266,6.087119745193694,0
43,M,35,37.058730085096975,2,78.0,10.99019032536657,1.273090365895484,1.1347765307757522,6.132391919576612,0
61,Male,29,38.645584821335945,5,108.0,12.439411836801618,0.6488123785891701,1.271536847167054,3.6790905489179178,0
51,Male,25,45.07900866614439,2,89.0,20.916192329097846,0.20247600147471262,1.6666713893402143,8.002901591065982,0
27,Female,12,46.86663333410107,7,64.0,13.470635066401258,0.7737555707345598,1.4970272277157466,5.003572640087129,0
53,Female,26,47.39249785158339,5,67.0,5.71893822509767,0.8703204802250881,1.3862706342695723,7.554766742481253,0
31,F,14,41.48944165014313,2,96.0,18.397392415799843,0.9647698285135154,1.4674538478204715,7.674789024286802,0
48,Male,35,16.869615253026197,4,106.0,7.431168668623631,0.4291305622323027,0.673345402403694,3.22400076032367,0
32,F,17,27.232966571171364,7,95.0,18.909913663649487,1.4625632143500524,0.41104612533105805,5.51251511310596,0
25,Male,21,47.68714849379192,4,84.0,9.679101455152544,1.1318255803750525,1.3208009356068215,4.687934592963833,0
31,M,34,57.43848408704473,6,104.0,12.841876564654617,1.1081969789786268,0.6032297586359249,3.0839197422583933,0
40,Male,32,9.34208306601421,1,,12.593889202254893,1.3220214493557407,0.2857164302277726,2.863775054112376,0
57,Male,21,34.454517278845714,6,64.0,23.89089598550907,0.13657859039113676,0.6577797173906751,2.3205966495161383,0
38,M,36,22.188724922836855,1,92.0,3.841632879153392,0.9583991202780012,1.4964852568608331,6.9137443497702415,0
33,Male,10,17.396664187425635,6,81.0,23.463889963961947,1.2449716724520596,1.4751588101378024,7.475054565029224,0
62,F,10,32.81958759358433,2,106.0,14.049714683471556,0.1481232430520516,1.825867354973721,5.299721346892911,0
35,Female,24,38.33491373060952,1,101.0,24.84221453424149,1.158603999819083,1.4154095612112498,5.947436393787986,1
64,Female,26,5.537472728071469,5,84.0,14.328456900467994,1.485576150194344,0.9915081538565491,3.8339704312343894,0
41,F,11,47.911361471065504,2,102.0,16.409402734996366,0.9307744894980976,0.6688988445288799,7.003602994138373,1
43,M,26,50.09351721926962,4,109.0,18.739355077431266,0.6945693458439669,1.565120598229062,6.08769648364223,0
42,Male,29,58.10309535123632,3,88.0,20.544729481821207,0.7350517111040431,0.9415476546459249,8.176212069512175,0
62,F,35,14.935405327358223,4,104.0,11.939090243695102,1.051273087146514,1.6678794573611466,7.223033823465102,0
58,Female,54,37.70039092985214,0,89.0,16.964847177106464,0.897938066066681,1.7329255153642054,2.1325479232884756,0
46,Female,21,28.464395541201696,4,107.0,15.37207489755182,1.2025983311355846,0.8328216441128382,7.668948966344933,0
32,F,13,23.415531835544286,0,89.0,10.177174926812238,0.6902925868742199,0.8188839219505211,2.18990605624677,0
62,Female,22,36.10983982906276,1,103.0,20.51994041035072,0.6842545117287189,1.8445400162181826,7.696918897119558,1
18,F,13,48.031070127295266,4,105.0,4.811213830442493,1.1443515271337232,0.9150673278163766,8.910873732845985,0
42,Female,16,6.267903089486556,3,90.0,4.1782677844344365,1.003726139736928,1.4722495389241592,5.366149790972994,1
24,F,23,58.31700619114027,5,93.0,18.41095536241538,1.1893372462750431,0.880070689279068,3.588283413364082,0
26,Male,36,49.543487213814096,4,87.0,15.937132842890827,1.3420292141764936,1.5163060085926197,2.0669985341712414,0
41,Male,18,46.31345370050681,5,69.0,7.941511638409257,0.46876818231104633,0.5124794697313204,3.0520510160410037,1
18,Male,32,46.82130601992769,4,63.0,15.87824761291326,0.5410502197694357,1.7045938745307443,5.526474321443109,0
61,Male,10,26.39833902902589,4,92.0,19.266179710340474,0.8377310382938595,1.9696871435754457,7.646100911046988,0
25,Female,10,,7,76.0,5.424154455133473,1.4026339071311826,1.578390592673831,8.10034660055865,0
41,M,29,26.27236147316267,5,70.0,14.534853295120993,1.2685630597392716,0.8464243277943289,6.7849262942531325,0
28,F,13,54.42887562661362,5,66.0,20.61664751294035,0.7558240069602861,,2.6077467694934993,0
34,M,10,14.747231081855832,2,76.0,10.280963460660178,0.9023664428720556,1.4052804453036634,8.939407729055429,0
25,Female,31,21.079108331833332,4,87.0,14.293417689299199,1.0972341730836421,0.5471704097305071,7.229727904374394,0
52,Female,19,35.32356484844918,4,76.0,1.9633926068117176,0.8317521192723709,0.7092238975434784,4.985200144922709,0
52,M,11,22.556606973799987,7,100.0,20.761718191466453,0.23782820930063003,1.6431873969250206,7.695728809152668,1
50,M,36,28.33304849124004,3,69.0,19.90315922222167,0.5938315024089987,1.9015132556212844,6.120010325843314,0
22,Female,30,32.08324791692271,5,85.0,11.406361324915466,0.16665718340216001,0.6901097766735222,6.219478497829423,0
59,Female,33,52.099434184742975,7,65.0,2.9812102547059407,1.0378114988623692,0.46564972987775455,8.799115666510408,1
56,F,24,33.775573948478105,5,,16.50996960222974,0.5719732980299871,1.9669192427225268,7.607895958385166,1
58,Male,12,24.935291673800826,0,75.0,14.324502995317859,1.1337077712978998,0.7759434568633841,3.835054948452627,0
45,Male,34,18.62548902193137,0,98.0,22.986997436795093,0.7015942297648963,1.6012549985196087,3.2261056767357106,0
24,F,32,27.477178833570846,5,85.0,6.995213245102788,0.16382365822821604,0.8822201167487911,3.206161208267557,1
26,M,18,33.36548574279034,3,63.0,0.8081616091943772,0.631462450749947,1.9083405918525869,5.181526432095089,0
25,Female,26,46.036317146178,7,79.0,6.3684902511935535,0.4061723827412559,1.279165384745061,4.719946417063667,0
29,M,30,11.657682689478627,1,108.0,10.697674484576577,0.40000705111334256,0.947205533961172,5.169332956479371,0
51,Male,37,,4,,3.886110990129815,0.6286537702370035,0.5209995879445508,2.4388836475956657,0
50,Male,22,25.880970872777027,1,70.0,24.49337360036803,1.4696568344641208,0.6600458240792544,3.4145386370820807,0
40,M,12,24.821912281573304,3,82.0,5.559775649738841,1.4440969576002538,1.742544891992806,7.582506407544725,0
41,Male,13,26.546144818286646,1,92.0,16.946521358193483,1.224835920225579,0.3025034799486345,7.303208698929669,0
54,Female,13,48.643669555217855,0,90.0,11.352817158902024,0.44365415040854606,0.4823172555096333,4.753182248341318,1
52,F,20,22.82849216291952,2,66.0,13.878696370666857,1.1695007448976922,0.5467323531634474,4.733244765040252,0
61,M,37,32.604399922146555,1,81.0,23.316999809220196,0.12150882794909923,0.32722345120170954,8.186762459969014,0
57,Female,16,39.31488680718431,2,,13.28884604130362,0.17888867924659527,1.4341518175786006,3.2731357729688346,0
39,Female,35,17.76982026009828,1,96.0,7.630662247039666,1.2700258723854545,1.9662893780885435,4.500501640707496,1
44,Male,20,44.52824629311464,7,60.0,5.520357687675312,0.8899312421830471,,7.344332028091963,0
52,Female,33,,3,,22.299821751612644,0.6226307450420699,1.6380786941354557,6.022106113004581,0
18,M,20,,2,104.0,24.66812664178869,1.1366417038132892,0.5177097139826157,2.4218513567791367,0
52,Female,19,49.53812147060726,1,106.0,6.295803972373795,0.2601081772283691,1.9528050592728692,2.0827673424647752,0
54,F,14,18.39223925518501,3,63.0,18.04834345341368,0.5013610457396546,1.112692092226287,2.1339410861498314,0
64,Female,22,53.57467838378778,6,,12.643812145807479,1.118651987119151,1.7255289751762053,6.591876608486699,0
31,Female,38,35.85768044516871,6,89.0,17.464574948976765,0.3900363521072948,0.507000699350749,6.357427100005431,0
20,F,21,38.5046183658812,5,76.0,24.1053643192661,0.9408996832305809,1.7934619768327698,2.3115802653682374,0
18,Female,19,53.12824302929185,7,83.0,6.902168210531176,0.7267285506696367,0.3469505543783655,2.9237396885368714,1
22,Female,16,49.96704783171348,6,90.0,18.498649551491003,0.3833093537713508,0.24120599005325735,7.057910245874853,0
43,Male,28,38.08591378520452,0,87.0,10.94867026580457,1.343735793729859,1.4761288925031628,4.167128819032823,0
31,M,28,46.425323711649575,4,104.0,16.313352834178364,0.7097385829742897,0.39173798795420933,8.941798225998909,1
56,Male,28,28.832571962809325,3,102.0,10.166297897115939,0.9383759658504112,1.758443518961075,4.187392586627183,0
44,M,21,,3,63.0,17.708399504149416,0.4542526895393799,1.3182935634725963,4.349808938704281,1
26,F,29,8.413857518968113,0,98.0,8.437539458188336,0.5855269370340901,0.795766957627948,4.936298966382386,0
32,F,31,9.942185490002576,2,78.0,12.20887743981846,0.16857737396513842,0.6990946369948485,7.7935938854870965,0
32,F,24,50.61839723024826,1,83.0,17.719841122538945,0.7765000656610636,0.3474704646413015,5.901039590837816,0
43,M,14,8.281941062537317,2,66.0,1.067669947306518,0.5827845033501324,1.436090458710376,8.000720166871893,1
59,M,33,14.316951909793401,7,105.0,8.202238281846915,0.5611652794991244,1.8506496853344414,4.990450526131727,0
30,M,39,48.77079624227429,3,107.0,13.654617565668737,1.345920607202803,1.5621895152970953,6.257965399712248,1
49,F,23,5.063027284554096,5,68.0,1.8533794516664093,1.08541785750148,1.3149100066756692,2.0323352249636635,0
56,M,21,20.532238086522536,6,81.0,17.578919275024436,0.7402053370972368,0.4136748276590366,6.028834538855209,0
49,Female,38,37.1221261804642,1,61.0,20.332173912292422,0.3734916901719918,1.6897327720977449,2.563658674171649,0
21,Male,30,37.74974623081131,6,86.0,4.083182739046479,1.4625519662386648,1.937691045432442,3.351096279163299,0
47,F,20,47.74340995262105,6,75.0,18.33657502650702,0.20467140687385982,0.673071172511023,8.982768560799176,0
54,Male,37,32.82594399706937,4,64.0,16.15500336901083,0.29054844925870105,0.9566539473191773,6.460258309833142,0
40,Female,14,33.01710282420337,6,71.0,10.271961971577632,0.478450154964533,0.22529196882561137,8.084787634561078,0
56,M,25,44.892081654738526,7,85.0,4.124703301120239,1.4363396974558305,1.697428455024561,2.4012763504311927,0
62,Male,39,32.424345479645595,7,74.0,23.8719590571047,0.490434947416163,0.23734209266078887,4.691927953696821,0
32,Female,35,38.46700976099893,7,62.0,11.600274436561145,0.7879968507769614,1.0757149775752695,8.037086497290442,1
60,Female,27,54.37757375402781,4,68.0,4.5910863071289585,1.1656306207128615,,4.875491484639911,0
46,Male,21,27.079805418680458,1,87.0,17.954106144209227,1.4008598872026259,0.29997545812924786,3.77541130425199,1
53,F,36,26.181878900557223,7,98.0,15.197448888738666,0.9471260129768906,0.5162022156440715,5.366908451587663,0
30,Male,36,5.195194552562422,3,95.0,20.404949747517847,0.6379883638541348,1.6235011548189668,5.296576219060644,1
49,F,14,38.738444383667755,5,84.0,24.90241779256118,1.4797121100844997,0.654560638128117,8.934801669745944,0
24,M,25,6.637454907392259,0,100.0,1.1216791569731155,0.13662767520175004,1.5044998967690615,4.481530477365913,0
39,F,21,32.728166935057395,6,87.0,18.482893973188233,1.2650424330251355,1.5485370288954017,8.701428995170774,0
45,M,32,49.232858396772464,5,106.0,24.728272227668025,0.4884017470965152,0.9331730729037573,8.384228862689728,0
19,Male,11,35.245658878581466,6,80.0,13.455790974052452,1.2444325377433696,0.31475196077574674,5.14657752015316,0
59,M,39,19.82998908691718,6,88.0,17.892551356060775,0.32703362957328463,0.2194519598260122,8.614867781016642,0
62,Female,38,48.23926317971542,2,84.0,11.027762874808294,0.5855457810520707,1.0865245374565005,7.102151085931324,0
23,M,15,19.834435224539636,5,89.0,8.91934285021285,0.17835985760657697,0.32861777353587507,8.195077826501475,1
45,F,32,45.31674795202443,5,98.0,17.411452295922604,0.3794711585181112,1.5076504935950568,8.242398004363391,0
45,F,30,38.564215035462716,2,70.0,24.70223510268893,0.9439092709434707,0.8854830936298115,2.598226248841451,0
61,F,34,14.349796321140067,0,78.0,2.291660392132849,1.1661028788929049,,8.277773854484401,0
61,M,39,54.78236311643022,0,70.0,10.553037010548469,1.3757175119871474,0.9346910625535858,5.427064272826592,0
37,F,13,16.035402562645764,4,84.0,23.51547007326121,0.26755975146233446,1.3310048303895772,6.4592495940009975,0
47,F,39,59.42728907773684,7,60.0,2.8199573136952036,0.2968019932097478,1.6994321651975184,4.103622387804786,0
28,Female,39,5.402076876021742,6,,16.27333278867212,1.4142857718005648,1.7920153595971353,6.518634402969971,0
45,M,22,19.49158574285967,7,80.0,10.754120265746783,1.1723645230521662,0.2303891141153956,2.189549173515924,0
42,Female,19,15.992316350080937,0,,9.422310436980302,0.8556520384207253,1.3619102825185325,4.598261129834626,1
56,F,26,5.769637559375445,1,72.0,5.235994352195453,0.767415791269089,1.2154423237869258,6.4001219208742235,0
50,F,23,45.28023450810235,4,93.0,4.408356817279224,0.3208022884032068,1.346668762212456,3.3781112496877985,0
18,F,33,43.138419115477795,7,76.0,12.907167491974771,0.6310218737357227,0.3045708880130407,6.7083517424837,0
44,M,24,48.57930303952118,3,106.0,9.435930328969375,0.6216466793744868,0.32581323190924893,7.802172596808123,0
30,Male,17,19.118420055551088,4,78.0,12.28860959677518,1.0076850927941605,1.094564182140874,2.2613609139812696,0
58,F,32,29.438434189563345,6,69.0,4.898436465816178,0.9384669415643649,0.30280684114210604,6.227647939674879,0
20,F,33,41.25124368918511,5,101.0,8.755043801765867,0.1835954418184363,1.5975394131992622,6.0643881233223675,0
56,F,27,29.1872677138479,5,68.0,24.91044177133077,1.2878721953229717,,7.474587891157169,1
23,F,12,43.35291736748537,4,70.0,9.201770702873935,1.4125668220851988,0.4111832913279018,6.882567296676206,0
25,M,34,39.86853746422432,2,97.0,10.317729051504976,1.1922917342722807,1.0191042102842667,5.182340210142055,0
44,Male,26,11.305629166219706,6,90.0,0.4969015561746809,0.3497381316847381,1.2709656994417826,4.481652384858764,0
26,Male,33,47.957371659233246,0,61.0,9.52064492126324,0.34103566117592676,,8.899542858131058,0
54,Male,33,44.637199750088506,5,83.0,19.08478352781906,1.116557031219718,1.9791739337020873,5.512443425993048,0
50,F,16,41.070891318957294,5,101.0,12.88991990143277,0.7172146623095562,0.23099844685208698,4.855503041677062,0
59,F,22,13.530148344905127,1,106.0,16.42613540885606,1.1903253976023243,1.0574103686300782,8.951008171838895,0
61,Male,39,19.739804683745,6,64.0,13.913803461057775,0.20567061573113268,1.6459126149243017,3.2635145081528054,0
41,Male,36,26.624736737318024,0,109.0,2.6372765093563677,1.1030110864348148,1.63255718999801,3.302933095642815,0
32,F,25,20.396129191104386,6,89.0,8.303609785370245,0.693734339723996,1.1753008320113525,8.8353076743651,0
49,F,14,17.52956598718723,5,98.0,17.35582705043408,0.14337884821641916,0.5280637106402686,6.603832245593569,1
49,Female,13,49.294671858897665,2,94.0,13.69847260749798,0.8632211386009474,1.206373392294128,5.638172903277973,0
41,Female,35,40.10277354981113,5,107.0,16.874026724876487,1.078650190669464,0.9047976518571745,2.4744315073143857,0
58,Female,19,36.10096723526377,0,76.0,9.004512206327172,0.839535362260018,0.9364097953043315,4.491027708666715,0
29,Male,22,17.427399096928962,1,90.0,4.842227108981284,0.27203191871459886,0.7916031558172221,5.033343274983463,1
56,M,19,55.494210924775274,7,61.0,20.745350921655834,1.2422727689902675,0.46007650753261653,5.579827620835203,0
19,F,23,,7,75.0,9.407528984776409,0.5439187626790124,,5.055967257173662,0
20,Female,35,48.72230130535724,0,80.0,16.375274852081574,1.3900438158493842,1.4752785420772545,5.066761953477251,0
54,M,31,,6,89.0,9.531159073430185,1.3696256388801187,,8.963848113259395,0
34,F,21,44.990100107332985,6,60.0,23.18133893191348,0.3805074237513085,0.8386321795925833,8.817936055224111,1
19,M,36,59.60723263515464,2,73.0,24.79848286562045,0.7669115366629675,1.6808329362665086,2.60338527264774,0
19,Male,10,40.807811433787066,1,75.0,16.223220016309984,0.29231173346972983,0.48782086067588387,3.1803600326508903,0
45,Male,38,16.960318898214226,7,68.0,15.053780226797214,1.048845785259309,0.9822261490165058,8.591268837375328,0
40,Male,30,16.210072154408124,0,,21.020674489664255,1.2926837230351629,1.3763210033332345,4.232992197059243,1
54,Female,39,22.8510356340512,2,67.0,12.905794881284718,1.0077226116573357,1.6786966896478657,6.280780551771537,0
49,F,29,5.392151112155333,2,68.0,21.737647513072663,0.4646647883837042,1.3692985421982264,7.585046197315456,0
50,Male,29,42.4934158545559,4,93.0,10.323457201208127,0.20684064270835945,0.4118676271624745,5.296118203160671,0
18,Female,16,19.776728154530517,5,104.0,0.7974272066319982,0.19696466686235406,0.3823270644813884,2.1163315165336423,0
36,Female,18,49.83507777610141,6,92.0,23.164758442639013,0.9552993132197586,0.29077821505930734,7.796531007532582,0
19,Female,17,24.754495780761513,1,81.0,18.038211777211536,1.4346600446323123,1.2079581335614944,7.293680623461474,1
61,Female,108,31.397607140482197,1,89.0,12.769178023404884,1.0733894488496925,0.6372909682774497,2.2900239371111515,1
43,Male,22,58.112890410820306,5,66.0,23.622343448316286,1.1228766339686527,0.4871545078358759,8.281599997713272,0
49,Female,69,,6,77.0,22.16920111467935,0.5610204699128645,0.3529508276658467,7.99909341107702,1
23,Male,21,44.66897535863568,6,,2.7106494320791623,0.9204539788357208,1.3552171953444476,3.925319913869868,0
49,Male,17,46.53147841179794,0,64.0,15.609936121660517,0.5432399808869967,1.556145168604656,2.5609772733778695,0
21,Female,30,17.154898663799933,4,66.0,13.452603443400116,1.3623320458778396,1.7439773417972182,4.822216117822476,0
28,Male,93,32.55482601367076,1,71.0,19.411844293321707,0.2855195743612151,,8.124318026936894,1
34,F,27,24.26110589221326,2,76.0,7.5191983008515155,0.9848342967436651,0.8376249334398622,5.376889508599106,0
55,F,25,47.45484338700491,1,83.0,0.20289131084226253,1.1231827699078232,1.0467454399480722,3.971035601520464,0
41,M,38,39.236582546597056,4,96.0,4.6349900269115505,1.0778861481745914,1.345071002703691,3.6223596578283814,0
22,F,20,31.17906801733009,5,103.0,5.273514599180134,0.46024333826468367,,4.485244705500256,0
51,Male,25,47.8649795776245,3,78.0,7.28540929365924,0.7804444270211585,1.3607141775672724,8.957644877280618,1
23,Male,23,17.933556350462936,5,104.0,9.259821207721838,1.0286855640192252,1.9314274864229128,8.148970010068048,1
39,F,12,46.44920343213975,2,75.0,17.66386984824757,1.4033203851326301,1.550375914157519,5.829297428206036,1
28,Female,30,52.595587165105336,1,84.0,1.856121874273453,0.7995239795042647,1.5511179515282212,7.658899498598581,0
33,Female,11,53.324187824416484,5,86.0,12.163681891523956,0.5207123500005202,1.6756499825458784,4.21390031784407,0
50,Male,12,48.10204761607821,2,101.0,12.466092034329703,0.6411293072446662,1.0286811042315633,6.306476094564088,1
26,Female,13,27.44077918490478,7,103.0,15.39674463900772,0.8578466393435229,0.6751037567581688,8.109256647065346,1
23,M,31,58.99944124948048,6,66.0,7.763686432315136,1.4669023279908526,1.6692301427160712,4.573804322748421,0
33,M,14,25.877650410234192,0,105.0,6.494722387651263,0.9796642492770335,1.035524044560912,7.602776655888623,0
46,F,19,40.12439695063341,7,101.0,12.097122767426402,0.3166306254087189,1.292916748339348,6.300259956203646,1
20,F,29,13.859079793820776,7,,16.490199723189473,1.2804017235290401,0.9732645486916365,6.307510125990249,0
37,Female,38,58.9246894250016,2,74.0,1.1148017823988055,0.35402607614925163,0.9129051392492473,2.2876746638634904,0
53,Male,33,43.71922570255648,1,75.0,7.339546041276254,0.1542446785473133,1.4082688773126784,8.294824376071695,0
36,F,21,46.43576498855026,0,67.0,19.682757873330875,0.2402939357541315,,7.433009067082944,1
43,M,36,8.617718687612953,0,95.0,12.104738550504429,1.2005704747140191,0.7562434911206899,2.255302668360165,1
20,F,14,46.98797978213695,7,91.0,23.795645085024773,1.3626539451233732,0.5401728320698967,6.275223963472207,0
36,F,14,47.609788607133076,0,76.0,21.688543231685063,0.47548455500497255,,7.221313181036007,0
37,M,36,41.947499949922644,3,95.0,8.598624467549879,0.7973536790810173,0.4048015296298022,7.565855541853746,1
49,Male,32,21.0550287584689,3,,18.156774887380696,0.9361122221897449,1.6718596476390595,2.6198344910639797,0
24,F,10,,0,91.0,6.857712153894477,0.6861665825007346,0.7150693401292421,6.479585105551375,0
58,F,13,11.073890421979407,7,,4.382412246502171,0.19145362611144928,1.4213754485401884,3.63083143140609,0
50,F,36,30.937288655253393,5,104.0,22.02550916116051,0.1793138341498732,0.7173640748997723,5.160063871425772,1
57,Female,30,18.410311893022268,7,,8.756232000954164,0.7164891096842754,,5.685183892009089,0
